"index";"time";"minutes";"dateTime";"SPD33.CH1_Voltage";"SPD33.CH1_Current";"SPD33.CH1_Power";"SPD33.CH2_Voltage";"SPD33.CH2_Current";"SPD33.CH2_Power"
2958;887,48;14,7913333333;1731491696,91;5;0,36;1,8;0;0;0
2959;887,784;14,7964;1731491697,215;5;0,42;2,1;0;0;0
2960;888,08;14,8013333333;1731491697,512;5;0,62;3,1;0;0;0
2961;888,381;14,80635;1731491697,811;5;0,62;3,1;0;0;0
2962;888,681;14,81135;1731491698,113;5;0,62;3,1;0;0;0
2963;888,981;14,81635;1731491698,411;5;0,62;3,1;0;0;0
2964;889,28;14,8213333333;1731491698,708;5;0,62;3,1;0;0;0
2965;889,581;14,82635;1731491699,011;5;0,62;3,1;0;0;0
2966;889,881;14,83135;1731491699,31;5;0,62;3,1;0;0;0
2967;890,181;14,83635;1731491699,613;5;0,62;3,1;0;0;0
2968;890,481;14,84135;1731491699,912;5;0,62;3,1;0;0;0
2969;890,781;14,84635;1731491700,211;5;0,63;3,15;0;0;0
2970;891,081;14,85135;1731491700,511;5;0,63;3,15;0;0;0
2971;891,381;14,85635;1731491700,811;5;0,63;3,15;0;0;0
2972;891,681;14,86135;1731491701,112;5;0,63;3,15;0;0;0
2973;891,98;14,8663333333;1731491701,41;5;0,62;3,1;0;0;0
2974;892,286;14,8714333333;1731491701,714;5;0,62;3,1;0;0;0
2975;892,58;14,8763333333;1731491702,011;5;0,62;3,1;0;0;0
2976;892,881;14,88135;1731491702,312;5;0,62;3,1;0;0;0
2977;893,186;14,8864333333;1731491702,615;5;0,62;3,1;0;0;0
2978;893,48;14,8913333333;1731491702,908;5;0,62;3,1;0;0;0
2979;893,78;14,8963333333;1731491703,209;5;0,62;3,1;0;0;0
2980;894,082;14,9013666667;1731491703,51;5;0,63;3,15;0;0;0
2981;894,381;14,90635;1731491703,809;5;0,62;3,1;0;0;0
2982;894,68;14,9113333333;1731491704,11;5;0,62;3,1;0;0;0
2983;894,981;14,91635;1731491704,407;5;0,62;3,1;0;0;0
2984;895,281;14,92135;1731491704,71;5;0,63;3,15;0;0;0
2985;895,58;14,9263333333;1731491705,01;5;0,62;3,1;0;0;0
2986;895,881;14,93135;1731491705,31;5;0,63;3,15;0;0;0
2987;896,181;14,93635;1731491705,609;5;0,63;3,15;0;0;0
2988;896,484;14,9414;1731491705,913;5;0,63;3,15;0;0;0
2989;896,781;14,94635;1731491706,209;5;0,63;3,15;0;0;0
2990;897,08;14,9513333333;1731491706,508;5;0,63;3,15;0;0;0
2991;897,381;14,95635;1731491706,81;5;0,62;3,1;0;0;0
2992;897,681;14,96135;1731491707,108;5;0,62;3,1;0;0;0
2993;897,981;14,96635;1731491707,412;5;0,63;3,15;0;0;0
2994;898,282;14,9713666667;1731491707,711;5;0,63;3,15;0;0;0
2995;898,581;14,97635;1731491708,014;5;0,62;3,1;0;0;0
2996;898,881;14,98135;1731491708,31;5;0,63;3,15;0;0;0
2997;899,18;14,9863333333;1731491708,611;5;0,62;3,1;0;0;0
2998;899,481;14,99135;1731491708,911;5;0,63;3,15;0;0;0
2999;899,781;14,99635;1731491709,208;5;0,63;3,15;0;0;0
3000;900,081;15,00135;1731491709,511;5;0,63;3,15;0;0;0
3001;900,381;15,00635;1731491709,813;5;0,63;3,15;0;0;0
3002;900,687;15,01145;1731491710,116;5;0,63;3,15;0;0;0
3003;900,98;15,0163333333;1731491710,41;5;0,63;3,15;0;0;0
3004;901,294;15,0215666667;1731491710,725;5;0,63;3,15;0;0;0
3005;901,581;15,02635;1731491711,013;5;0,63;3,15;0;0;0
3006;901,881;15,03135;1731491711,312;5;0,63;3,15;0;0;0
3007;902,186;15,0364333333;1731491711,615;5;0,63;3,15;0;0;0
3008;902,481;15,04135;1731491711,912;5;0,45;2,25;0;0;0
3009;902,782;15,0463666667;1731491712,213;5;0,45;2,25;0;0;0
3010;903,081;15,05135;1731491712,513;5;0,45;2,25;0;0;0
3011;903,381;15,05635;1731491712,806;5;0,45;2,25;0;0;0
3012;903,681;15,06135;1731491713,113;5;0,45;2,25;0;0;0
3013;903,982;15,0663666667;1731491713,411;5;0,45;2,25;0;0;0
3014;904,286;15,0714333333;1731491713,716;5;0,45;2,25;0;0;0
3015;904,58;15,0763333333;1731491714,013;5;0,45;2,25;0;0;0
3016;904,881;15,08135;1731491714,311;5;0,45;2,25;0;0;0
3017;905,182;15,0863666667;1731491714,614;5;0,45;2,25;0;0;0
3018;905,48;15,0913333333;1731491714,909;5;0,45;2,25;0;0;0
3019;905,78;15,0963333333;1731491715,211;5;0,45;2,25;0;0;0
3020;906,08;15,1013333333;1731491715,511;5;0,45;2,25;0;0;0
3021;906,38;15,1063333333;1731491715,812;5;0,45;2,25;0;0;0
3022;906,694;15,1115666667;1731491716,123;5;0,45;2,25;0;0;0
3023;906,98;15,1163333333;1731491716,409;5;0,45;2,25;0;0;0
3024;907,281;15,12135;1731491716,712;5;0,45;2,25;0;0;0
3025;907,586;15,1264333333;1731491717,015;5;0,45;2,25;0;0;0
3026;907,881;15,13135;1731491717,31;5;0,45;2,25;0;0;0
3027;908,181;15,13635;1731491717,611;5;0,45;2,25;0;0;0
3028;908,481;15,14135;1731491717,914;5;0,36;1,8;0;0;0
3029;908,781;15,14635;1731491718,209;5;0,36;1,8;0;0;0
3030;909,08;15,1513333333;1731491718,511;5;0,36;1,8;0;0;0
3031;909,381;15,15635;1731491718,809;5;0,36;1,8;0;0;0
3032;909,681;15,16135;1731491719,11;5;0,36;1,8;0;0;0
3033;909,992;15,1665333333;1731491719,423;5;0,36;1,8;0;0;0
3034;910,281;15,17135;1731491719,708;5;0,36;1,8;0;0;0
3035;910,58;15,1763333333;1731491720,007;5;0,36;1,8;0;0;0
3036;910,882;15,1813666667;1731491720,311;5;0,36;1,8;0;0;0
3037;911,181;15,18635;1731491720,609;5;0,36;1,8;0;0;0
3038;911,481;15,19135;1731491720,911;5;0,36;1,8;0;0;0
3039;911,794;15,1965666667;1731491721,222;5;0,36;1,8;0;0;0
3040;912,08;15,2013333333;1731491721,509;5;0,36;1,8;0;0;0
3041;912,38;15,2063333333;1731491721,809;5;0,44;2,2;0;0;0
3042;912,681;15,21135;1731491722,113;5;0,63;3,15;0;0;0
3043;912,981;15,21635;1731491722,411;5;0,63;3,15;0;0;0
3044;913,28;15,2213333333;1731491722,708;5;0,63;3,15;0;0;0
3045;913,581;15,22635;1731491723,009;5;0,63;3,15;0;0;0
3046;913,893;15,23155;1731491723,322;5;0,63;3,15;0;0;0
3047;914,18;15,2363333333;1731491723,606;5;0,63;3,15;0;0;0
3048;914,48;15,2413333333;1731491723,912;5;0,63;3,15;0;0;0
3049;914,78;15,2463333333;1731491724,211;5;0,63;3,15;0;0;0
3050;915,094;15,2515666667;1731491724,523;5;0,63;3,15;0;0;0
3051;915,381;15,25635;1731491724,81;5;0,63;3,15;0;0;0
3052;915,68;15,2613333333;1731491725,111;5;0,63;3,15;0;0;0
3053;915,981;15,26635;1731491725,41;5;0,63;3,15;0;0;0
3054;916,281;15,27135;1731491725,711;5;0,63;3,15;0;0;0
3055;916,581;15,27635;1731491726,01;5;0,63;3,15;0;0;0
3056;916,882;15,2813666667;1731491726,311;5;0,63;3,15;0;0;0
3057;917,192;15,2865333333;1731491726,623;5;0,63;3,15;0;0;0
3058;917,481;15,29135;1731491726,911;5;0,63;3,15;0;0;0
3059;917,781;15,29635;1731491727,207;5;0,63;3,15;0;0;0
3060;918,081;15,30135;1731491727,51;5;0,63;3,15;0;0;0
3061;918,385;15,3064166667;1731491727,818;5;0,63;3,15;0;0;0
3062;918,68;15,3113333333;1731491728,109;5;0,63;3,15;0;0;0
3063;918,982;15,3163666667;1731491728,412;5;0,63;3,15;0;0;0
3064;919,281;15,32135;1731491728,712;5;0,63;3,15;0;0;0
3065;919,581;15,32635;1731491729,015;5;0,63;3,15;0;0;0
3066;919,881;15,33135;1731491729,314;5;0,63;3,15;0;0;0
3067;920,18;15,3363333333;1731491729,609;5;0,63;3,15;0;0;0
3068;920,481;15,34135;1731491729,912;5;0,63;3,15;0;0;0
3069;920,781;15,34635;1731491730,213;5;0,63;3,15;0;0;0
3070;921,08;15,3513333333;1731491730,513;5;0,63;3,15;0;0;0
3071;921,381;15,35635;1731491730,808;5;0,63;3,15;0;0;0
3072;921,681;15,36135;1731491731,111;5;0,63;3,15;0;0;0
3073;921,981;15,36635;1731491731,409;5;0,63;3,15;0;0;0
3074;922,281;15,37135;1731491731,71;5;0,63;3,15;0;0;0
3075;922,581;15,37635;1731491732,01;5;0,63;3,15;0;0;0
3076;922,881;15,38135;1731491732,311;5;0,63;3,15;0;0;0
3077;923,181;15,38635;1731491732,611;5;0,63;3,15;0;0;0
3078;923,481;15,39135;1731491732,912;5;0,63;3,15;0;0;0
3079;923,78;15,3963333333;1731491733,211;5;0,63;3,15;0;0;0
3080;924,08;15,4013333333;1731491733,51;5;0,63;3,15;0;0;0
3081;924,38;15,4063333333;1731491733,813;5;0,63;3,15;0;0;0
3082;924,681;15,41135;1731491734,11;5;0,63;3,15;0;0;0
3083;924,981;15,41635;1731491734,407;5;0,63;3,15;0;0;0
3084;925,281;15,42135;1731491734,708;5;0,63;3,15;0;0;0
3085;925,581;15,42635;1731491735,007;5;0,63;3,15;0;0;0
3086;925,881;15,43135;1731491735,312;5;0,63;3,15;0;0;0
3087;926,181;15,43635;1731491735,608;5;0,63;3,15;0;0;0
3088;926,481;15,44135;1731491735,91;5;0,63;3,15;0;0;0
3089;926,78;15,4463333333;1731491736,211;5;0,63;3,15;0;0;0
3090;927,081;15,45135;1731491736,512;5;0,63;3,15;0;0;0
3091;927,38;15,4563333333;1731491736,809;5;0,63;3,15;0;0;0
3092;927,68;15,4613333333;1731491737,108;5;0,54;2,7;0;0;0
3093;927,98;15,4663333333;1731491737,41;5;0,45;2,25;0;0;0
3094;928,292;15,4715333333;1731491737,719;5;0,45;2,25;0;0;0
3095;928,58;15,4763333333;1731491738,005;5;0,45;2,25;0;0;0
3096;928,881;15,48135;1731491738,313;5;0,45;2,25;0;0;0
3097;929,181;15,48635;1731491738,609;5;0,45;2,25;0;0;0
3098;929,481;15,49135;1731491738,911;5;0,45;2,25;0;0;0
3099;929,781;15,49635;1731491739,211;5;0,45;2,25;0;0;0
3100;930,086;15,5014333333;1731491739,518;5;0,45;2,25;0;0;0
3101;930,381;15,50635;1731491739,81;5;0,45;2,25;0;0;0
3102;930,681;15,51135;1731491740,111;5;0,45;2,25;0;0;0
3103;930,981;15,51635;1731491740,414;5;0,45;2,25;0;0;0
3104;931,281;15,52135;1731491740,711;5;0,45;2,25;0;0;0
3105;931,581;15,52635;1731491741,013;5;0,45;2,25;0;0;0
3106;931,881;15,53135;1731491741,313;5;0,45;2,25;0;0;0
3107;932,188;15,5364666667;1731491741,617;5;0,45;2,25;0;0;0
3108;932,481;15,54135;1731491741,911;5;0,45;2,25;0;0;0
3109;932,78;15,5463333333;1731491742,211;5;0,44;2,2;0;0;0
3110;933,081;15,55135;1731491742,511;5;0,36;1,8;0;0;0
3111;933,38;15,5563333333;1731491742,81;5;0,36;1,8;0;0;0
3112;933,682;15,5613666667;1731491743,112;5;0,36;1,8;0;0;0
3113;933,98;15,5663333333;1731491743,411;5;0,36;1,8;0;0;0
3114;934,28;15,5713333333;1731491743,711;5;0,36;1,8;0;0;0
3115;934,58;15,5763333333;1731491744,013;5;0,36;1,8;0;0;0
3116;934,88;15,5813333333;1731491744,309;5;0,36;1,8;0;0;0
3117;935,18;15,5863333333;1731491744,61;5;0,36;1,8;0;0;0
3118;935,48;15,5913333333;1731491744,911;5;0,36;1,8;0;0;0
3119;935,78;15,5963333333;1731491745,207;5;0,36;1,8;0;0;0
3120;936,081;15,60135;1731491745,511;5;0,36;1,8;0;0;0
3121;936,381;15,60635;1731491745,812;5;0,36;1,8;0;0;0
3122;936,68;15,6113333333;1731491746,109;5;0,36;1,8;0;0;0
3123;936,981;15,61635;1731491746,414;5;0,36;1,8;0;0;0
3124;937,281;15,62135;1731491746,71;5;0,36;1,8;0;0;0
3125;937,581;15,62635;1731491747,012;5;0,36;1,8;0;0;0
3126;937,88;15,6313333333;1731491747,314;5;0,59;2,95;0;0;0
3127;938,181;15,63635;1731491747,61;5;0,62;3,1;0;0;0
3128;938,481;15,64135;1731491747,915;5;0,62;3,1;0;0;0
3129;938,781;15,64635;1731491748,212;5;0,63;3,15;0;0;0
3130;939,081;15,65135;1731491748,509;5;0,63;3,15;0;0;0
3131;939,38;15,6563333333;1731491748,807;5;0,63;3,15;0;0;0
3132;939,681;15,66135;1731491749,114;5;0,63;3,15;0;0;0
3133;939,981;15,66635;1731491749,413;5;0,62;3,1;0;0;0
3134;940,28;15,6713333333;1731491749,711;5;0,62;3,1;0;0;0
3135;940,58;15,6763333333;1731491750,011;5;0,63;3,15;0;0;0
3136;940,887;15,68145;1731491750,314;5;0,62;3,1;0;0;0
3137;941,181;15,68635;1731491750,611;5;0,62;3,1;0;0;0
3138;941,481;15,69135;1731491750,909;5;0,63;3,15;0;0;0
3139;941,78;15,6963333333;1731491751,207;5;0,63;3,15;0;0;0
3140;942,081;15,70135;1731491751,51;5;0,63;3,15;0;0;0
3141;942,38;15,7063333333;1731491751,81;5;0,63;3,15;0;0;0
3142;942,68;15,7113333333;1731491752,11;5;0,63;3,15;0;0;0
3143;942,995;15,7165833333;1731491752,425;5;0,63;3,15;0;0;0
3144;943,28;15,7213333333;1731491752,708;5;0,63;3,15;0;0;0
3145;943,581;15,72635;1731491753,01;5;0,62;3,1;0;0;0
3146;943,88;15,7313333333;1731491753,31;5;0,63;3,15;0;0;0
3147;944,192;15,7365333333;1731491753,622;5;0,63;3,15;0;0;0
3148;944,481;15,74135;1731491753,911;5;0,63;3,15;0;0;0
3149;944,78;15,7463333333;1731491754,21;5;0,63;3,15;0;0;0
3150;945,081;15,75135;1731491754,509;5;0,63;3,15;0;0;0
3151;945,382;15,7563666667;1731491754,813;5;0,62;3,1;0;0;0
3152;945,681;15,76135;1731491755,113;5;0,63;3,15;0;0;0
3153;945,98;15,7663333333;1731491755,412;5;0,63;3,15;0;0;0
3154;946,28;15,7713333333;1731491755,711;5;0,63;3,15;0;0;0
3155;946,581;15,77635;1731491756,01;5;0,63;3,15;0;0;0
3156;946,885;15,7814166667;1731491756,31;5;0,63;3,15;0;0;0
3157;947,18;15,7863333333;1731491756,609;5;0,63;3,15;0;0;0
3158;947,48;15,7913333333;1731491756,911;5;0,63;3,15;0;0;0
3159;947,781;15,79635;1731491757,211;5;0,63;3,15;0;0;0
3160;948,08;15,8013333333;1731491757,511;5;0,63;3,15;0;0;0
3161;948,388;15,8064666667;1731491757,817;5;0,63;3,15;0;0;0
3162;948,681;15,81135;1731491758,113;5;0,63;3,15;0;0;0
3163;948,981;15,81635;1731491758,411;5;0,63;3,15;0;0;0
3164;949,294;15,8215666667;1731491758,724;5;0,63;3,15;0;0;0
3165;949,58;15,8263333333;1731491759,011;5;0,63;3,15;0;0;0
3166;949,886;15,8314333333;1731491759,316;5;0,63;3,15;0;0;0
3167;950,181;15,83635;1731491759,612;5;0,63;3,15;0;0;0
3168;950,487;15,84145;1731491759,916;5;0,63;3,15;0;0;0
3169;950,781;15,84635;1731491760,211;5;0,63;3,15;0;0;0
3170;951,086;15,8514333333;1731491760,517;5;0,63;3,15;0;0;0
3171;951,381;15,85635;1731491760,811;5;0,63;3,15;0;0;0
3172;951,694;15,8615666667;1731491761,121;5;0,63;3,15;0;0;0
3173;951,981;15,86635;1731491761,41;5;0,63;3,15;0;0;0
3174;952,28;15,8713333333;1731491761,709;5;0,47;2,35;0;0;0
3175;952,584;15,8764;1731491762,013;5;0,45;2,25;0;0;0
3176;952,881;15,88135;1731491762,311;5;0,45;2,25;0;0;0
3177;953,18;15,8863333333;1731491762,608;5;0,45;2,25;0;0;0
3178;953,48;15,8913333333;1731491762,911;5;0,45;2,25;0;0;0
3179;953,783;15,8963833333;1731491763,214;5;0,45;2,25;0;0;0
3180;954,081;15,90135;1731491763,511;5;0,45;2,25;0;0;0
3181;954,38;15,9063333333;1731491763,811;5;0,45;2,25;0;0;0
3182;954,692;15,9115333333;1731491764,123;5;0,45;2,25;0;0;0
3183;954,981;15,91635;1731491764,41;5;0,45;2,25;0;0;0
3184;955,281;15,92135;1731491764,713;5;0,45;2,25;0;0;0
3185;955,58;15,9263333333;1731491765,012;5;0,45;2,25;0;0;0
3186;955,881;15,93135;1731491765,314;5;0,45;2,25;0;0;0
3187;956,18;15,9363333333;1731491765,611;5;0,45;2,25;0;0;0
3188;956,494;15,9415666667;1731491765,925;5;0,45;2,25;0;0;0
3189;956,78;15,9463333333;1731491766,208;5;0,45;2,25;0;0;0
3190;957,081;15,95135;1731491766,509;5;0,45;2,25;0;0;0
3191;957,381;15,95635;1731491766,809;5;0,45;2,25;0;0;0
3192;957,681;15,96135;1731491767,109;5;0,45;2,25;0;0;0
3193;957,98;15,9663333333;1731491767,411;5;0,41;2,05;0;0;0
3194;958,281;15,97135;1731491767,709;5;0,36;1,8;0;0;0
3195;958,582;15,9763666667;1731491768,009;5;0,36;1,8;0;0;0
3196;958,885;15,9814166667;1731491768,311;5;0,36;1,8;0;0;0
3197;959,186;15,9864333333;1731491768,616;5;0,36;1,8;0;0;0
3198;959,481;15,99135;1731491768,91;5;0,36;1,8;0;0;0
3199;959,781;15,99635;1731491769,209;5;0,36;1,8;0;0;0
3200;960,081;16,00135;1731491769,508;5;0,36;1,8;0;0;0
3201;960,38;16,0063333333;1731491769,81;5;0,36;1,8;0;0;0
3202;960,681;16,01135;1731491770,109;5;0,36;1,8;0;0;0
3203;960,98;16,0163333333;1731491770,403;5;0,36;1,8;0;0;0
3204;961,281;16,02135;1731491770,709;5;0,36;1,8;0;0;0
3205;961,581;16,02635;1731491771,01;5;0,36;1,8;0;0;0
3206;961,881;16,03135;1731491771,312;5;0,36;1,8;0;0;0
3207;962,195;16,0365833333;1731491771,624;5;0,36;1,8;0;0;0
3208;962,481;16,04135;1731491771,912;5;0,63;3,15;0;0;0
3209;962,786;16,0464333333;1731491772,215;5;0,62;3,1;0;0;0
3210;963,08;16,0513333333;1731491772,511;5;0,62;3,1;0;0;0
3211;963,394;16,0565666667;1731491772,825;5;0,63;3,15;0;0;0
3212;963,68;16,0613333333;1731491773,112;5;0,63;3,15;0;0;0
3213;963,981;16,06635;1731491773,41;5;0,62;3,1;0;0;0
3214;964,281;16,07135;1731491773,709;5;0,62;3,1;0;0;0
3215;964,58;16,0763333333;1731491774,012;5;0,63;3,15;0;0;0
3216;964,895;16,0815833333;1731491774,319;5;0,63;3,15;0;0;0
3217;965,181;16,08635;1731491774,612;5;0,63;3,15;0;0;0
3218;965,481;16,09135;1731491774,911;5;0,63;3,15;0;0;0
3219;965,788;16,0964666667;1731491775,216;5;0,63;3,15;0;0;0
3220;966,081;16,10135;1731491775,513;5;0,63;3,15;0;0;0
3221;966,38;16,1063333333;1731491775,81;5;0,63;3,15;0;0;0
3222;966,68;16,1113333333;1731491776,111;5;0,62;3,1;0;0;0
3223;966,994;16,1165666667;1731491776,427;5;0,63;3,15;0;0;0
3224;967,28;16,1213333333;1731491776,711;5;0,63;3,15;0;0;0
3225;967,58;16,1263333333;1731491777,012;5;0,62;3,1;0;0;0
3226;967,88;16,1313333333;1731491777,31;5;0,63;3,15;0;0;0
3227;968,181;16,13635;1731491777,61;5;0,63;3,15;0;0;0
3228;968,481;16,14135;1731491777,91;5;0,63;3,15;0;0;0
3229;968,78;16,1463333333;1731491778,211;5;0,63;3,15;0;0;0
3230;969,08;16,1513333333;1731491778,511;5;0,63;3,15;0;0;0
3231;969,381;16,15635;1731491778,811;5;0,63;3,15;0;0;0
3232;969,681;16,16135;1731491779,113;5;0,63;3,15;0;0;0
3233;969,981;16,16635;1731491779,414;5;0,63;3,15;0;0;0
3234;970,28;16,1713333333;1731491779,713;5;0,62;3,1;0;0;0
3235;970,581;16,17635;1731491780,015;5;0,63;3,15;0;0;0
3236;970,881;16,18135;1731491780,313;5;0,63;3,15;0;0;0
3237;971,181;16,18635;1731491780,611;5;0,63;3,15;0;0;0
3238;971,48;16,1913333333;1731491780,91;5;0,63;3,15;0;0;0
3239;971,785;16,1964166667;1731491781,213;5;0,63;3,15;0;0;0
3240;972,08;16,2013333333;1731491781,512;5;0,63;3,15;0;0;0
3241;972,381;16,20635;1731491781,81;5;0,63;3,15;0;0;0
3242;972,685;16,2114166667;1731491782,115;5;0,63;3,15;0;0;0
3243;972,981;16,21635;1731491782,41;5;0,63;3,15;0;0;0
3244;973,281;16,22135;1731491782,711;5;0,63;3,15;0;0;0
3245;973,58;16,2263333333;1731491783,009;5;0,63;3,15;0;0;0
3246;973,892;16,2315333333;1731491783,319;5;0,63;3,15;0;0;0
3247;974,18;16,2363333333;1731491783,61;5;0,63;3,15;0;0;0
3248;974,481;16,24135;1731491783,911;5;0,63;3,15;0;0;0
3249;974,78;16,2463333333;1731491784,21;5;0,63;3,15;0;0;0
3250;975,093;16,25155;1731491784,521;5;0,63;3,15;0;0;0
3251;975,381;16,25635;1731491784,805;5;0,63;3,15;0;0;0
3252;975,68;16,2613333333;1731491785,11;5;0,63;3,15;0;0;0
3253;975,981;16,26635;1731491785,41;5;0,63;3,15;0;0;0
3254;976,285;16,2714166667;1731491785,714;5;0,63;3,15;0;0;0
3255;976,582;16,2763666667;1731491786,011;5;0,63;3,15;0;0;0
3256;976,88;16,2813333333;1731491786,309;5;0,63;3,15;0;0;0
3257;977,181;16,28635;1731491786,616;5;0,45;2,25;0;0;0
3258;977,48;16,2913333333;1731491786,911;5;0,45;2,25;0;0;0
3259;977,795;16,2965833333;1731491787,221;5;0,45;2,25;0;0;0
3260;978,088;16,3014666667;1731491787,521;5;0,45;2,25;0;0;0
3261;978,38;16,3063333333;1731491787,812;5;0,45;2,25;0;0;0
3262;978,694;16,3115666667;1731491788,126;5;0,45;2,25;0;0;0
3263;978,981;16,31635;1731491788,409;5;0,45;2,25;0;0;0
3264;979,293;16,32155;1731491788,72;5;0,45;2,25;0;0;0
3265;979,58;16,3263333333;1731491789,01;5;0,45;2,25;0;0;0
3266;979,88;16,3313333333;1731491789,311;5;0,45;2,25;0;0;0
3267;980,18;16,3363333333;1731491789,61;5;0,45;2,25;0;0;0
3268;980,492;16,3415333333;1731491789,92;5;0,45;2,25;0;0;0
3269;980,78;16,3463333333;1731491790,212;5;0,45;2,25;0;0;0
3270;981,086;16,3514333333;1731491790,515;5;0,45;2,25;0;0;0
3271;981,38;16,3563333333;1731491790,811;5;0,45;2,25;0;0;0
3272;981,68;16,3613333333;1731491791,11;5;0,45;2,25;0;0;0
3273;981,98;16,3663333333;1731491791,409;5;0,45;2,25;0;0;0
3274;982,281;16,37135;1731491791,71;5;0,45;2,25;0;0;0
3275;982,581;16,37635;1731491792,007;5;0,36;1,8;0;0;0
3276;982,88;16,3813333333;1731491792,312;5;0,36;1,8;0;0;0
3277;983,182;16,3863666667;1731491792,612;5;0,36;1,8;0;0;0
3278;983,495;16,3915833333;1731491792,925;5;0,36;1,8;0;0;0
3279;983,781;16,39635;1731491793,217;5;0,36;1,8;0;0;0
3280;984,08;16,4013333333;1731491793,509;5;0,36;1,8;0;0;0
3281;984,38;16,4063333333;1731491793,814;5;0,36;1,8;0;0;0
3282;984,68;16,4113333333;1731491794,109;5;0,36;1,8;0;0;0
3283;984,981;16,41635;1731491794,412;5;0,36;1,8;0;0;0
3284;985,281;16,42135;1731491794,713;5;0,37;1,85;0;0;0
3285;985,58;16,4263333333;1731491795,011;5;0,36;1,8;0;0;0
3286;985,881;16,43135;1731491795,314;5;0,36;1,8;0;0;0
3287;986,189;16,4364833333;1731491795,619;5;0,36;1,8;0;0;0
3288;986,481;16,44135;1731491795,911;5;0,36;1,8;0;0;0
3289;986,78;16,4463333333;1731491796,212;5;0,36;1,8;0;0;0
3290;987,086;16,4514333333;1731491796,516;5;0,48;2,4;0;0;0
3291;987,38;16,4563333333;1731491796,807;5;0,62;3,1;0;0;0
3292;987,68;16,4613333333;1731491797,113;5;0,62;3,1;0;0;0
3293;987,981;16,46635;1731491797,412;5;0,62;3,1;0;0;0
3294;988,28;16,4713333333;1731491797,715;5;0,62;3,1;0;0;0
3295;988,58;16,4763333333;1731491798,011;5;0,62;3,1;0;0;0
3296;988,881;16,48135;1731491798,309;5;0,62;3,1;0;0;0
3297;989,181;16,48635;1731491798,61;5;0,62;3,1;0;0;0
3298;989,481;16,49135;1731491798,909;5;0,62;3,1;0;0;0
3299;989,781;16,49635;1731491799,208;5;0,62;3,1;0;0;0
3300;990,08;16,5013333333;1731491799,513;5;0,62;3,1;0;0;0
3301;990,381;16,50635;1731491799,809;5;0,62;3,1;0;0;0
3302;990,681;16,51135;1731491800,115;5;0,63;3,15;0;0;0
3303;990,981;16,51635;1731491800,407;5;0,63;3,15;0;0;0
3304;991,281;16,52135;1731491800,708;5;0,62;3,1;0;0;0
3305;991,581;16,52635;1731491801,009;5;0,62;3,1;0;0;0
3306;991,88;16,5313333333;1731491801,308;5;0,62;3,1;0;0;0
3307;992,18;16,5363333333;1731491801,609;5;0,62;3,1;0;0;0
3308;992,481;16,54135;1731491801,909;5;0,62;3,1;0;0;0
3309;992,781;16,54635;1731491802,212;5;0,62;3,1;0;0;0
3310;993,081;16,55135;1731491802,509;5;0,62;3,1;0;0;0
3311;993,38;16,5563333333;1731491802,806;5;0,62;3,1;0;0;0
3312;993,681;16,56135;1731491803,11;5;0,62;3,1;0;0;0
3313;993,98;16,5663333333;1731491803,41;5;0,62;3,1;0;0;0
3314;994,281;16,57135;1731491803,712;5;0,62;3,1;0;0;0
3315;994,581;16,57635;1731491804,016;5;0,62;3,1;0;0;0
3316;994,881;16,58135;1731491804,312;5;0,62;3,1;0;0;0
3317;995,181;16,58635;1731491804,614;5;0,62;3,1;0;0;0
3318;995,48;16,5913333333;1731491804,913;5;0,62;3,1;0;0;0
3319;995,78;16,5963333333;1731491805,211;5;0,63;3,15;0;0;0
3320;996,081;16,60135;1731491805,513;5;0,62;3,1;0;0;0
3321;996,382;16,6063666667;1731491805,813;5;0,62;3,1;0;0;0
3322;996,681;16,61135;1731491806,112;5;0,62;3,1;0;0;0
3323;996,98;16,6163333333;1731491806,41;5;0,62;3,1;0;0;0
3324;997,295;16,6215833333;1731491806,721;5;0,62;3,1;0;0;0
3325;997,58;16,6263333333;1731491807,012;5;0,62;3,1;0;0;0
3326;997,881;16,63135;1731491807,31;5;0,62;3,1;0;0;0
3327;998,186;16,6364333333;1731491807,618;5;0,62;3,1;0;0;0
3328;998,487;16,64145;1731491807,919;5;0,62;3,1;0;0;0
3329;998,78;16,6463333333;1731491808,213;5;0,62;3,1;0;0;0
3330;999,082;16,6513666667;1731491808,514;5;0,62;3,1;0;0;0
3331;999,38;16,6563333333;1731491808,81;5;0,63;3,15;0;0;0
3332;999,686;16,6614333333;1731491809,116;5;0,62;3,1;0;0;0
3333;999,981;16,66635;1731491809,414;5;0,63;3,15;0;0;0
3334;1000,281;16,67135;1731491809,71;5;0,62;3,1;0;0;0
3335;1000,593;16,67655;1731491810,023;5;0,62;3,1;0;0;0
3336;1000,88;16,6813333333;1731491810,31;5;0,62;3,1;0;0;0
3337;1001,18;16,6863333333;1731491810,609;5;0,62;3,1;0;0;0
3338;1001,481;16,69135;1731491810,913;5;0,63;3,15;0;0;0
3339;1001,781;16,69635;1731491811,211;5;0,45;2,25;0;0;0
3340;1002,08;16,7013333333;1731491811,512;5;0,45;2,25;0;0;0
3341;1002,395;16,7065833333;1731491811,825;5;0,45;2,25;0;0;0
3342;1002,68;16,7113333333;1731491812,111;5;0,45;2,25;0;0;0
