"index";"time";"minutes";"dateTime";"SPD33.CH1_Voltage";"SPD33.CH1_Current";"SPD33.CH1_Power";"SPD33.CH2_Voltage";"SPD33.CH2_Current";"SPD33.CH2_Power"
1105;331,594;5,5265666667;1731491141,024;5;0,45;2,25;0;0;0
1106;331,88;5,5313333333;1731491141,312;5;0,45;2,25;0;0;0
1107;332,181;5,53635;1731491141,612;5;0,44;2,2;0;0;0
1108;332,481;5,54135;1731491141,913;5;0,44;2,2;0;0;0
1109;332,781;5,54635;1731491142,211;5;0,44;2,2;0;0;0
1110;333,08;5,5513333333;1731491142,51;5;0,44;2,2;0;0;0
1111;333,393;5,55655;1731491142,82;5;0,44;2,2;0;0;0
1112;333,681;5,56135;1731491143,107;5;0,44;2,2;0;0;0
1113;333,98;5,5663333333;1731491143,409;5;0,44;2,2;0;0;0
1114;334,281;5,57135;1731491143,709;5;0,44;2,2;0;0;0
1115;334,585;5,5764166667;1731491144,014;5;0,44;2,2;0;0;0
1116;334,88;5,5813333333;1731491144,307;5;0,44;2,2;0;0;0
1117;335,181;5,58635;1731491144,609;5;0,44;2,2;0;0;0
1118;335,48;5,5913333333;1731491144,907;5;0,44;2,2;0;0;0
1119;335,781;5,59635;1731491145,21;5;0,44;2,2;0;0;0
1120;336,081;5,60135;1731491145,512;5;0,36;1,8;0;0;0
1121;336,387;5,60645;1731491145,813;5;0,36;1,8;0;0;0
1122;336,681;5,61135;1731491146,111;5;0,36;1,8;0;0;0
1123;336,981;5,61635;1731491146,41;5;0,36;1,8;0;0;0
1124;337,28;5,6213333333;1731491146,71;5;0,36;1,8;0;0;0
1125;337,581;5,62635;1731491147,012;5;0,36;1,8;0;0;0
1126;337,88;5,6313333333;1731491147,307;5;0,36;1,8;0;0;0
1127;338,18;5,6363333333;1731491147,609;5;0,36;1,8;0;0;0
1128;338,48;5,6413333333;1731491147,909;5;0,36;1,8;0;0;0
1129;338,781;5,64635;1731491148,212;5;0,36;1,8;0;0;0
1130;339,081;5,65135;1731491148,511;5;0,36;1,8;0;0;0
1131;339,381;5,65635;1731491148,808;5;0,58;2,9;0;0;0
1132;339,681;5,66135;1731491149,111;5;0,58;2,9;0;0;0
1133;339,98;5,6663333333;1731491149,412;5;0,57;2,85;0;0;0
1134;340,28;5,6713333333;1731491149,711;5;0,57;2,85;0;0;0
1135;340,586;5,6764333333;1731491150,015;5;0,58;2,9;0;0;0
1136;340,88;5,6813333333;1731491150,314;5;0,58;2,9;0;0;0
1137;341,181;5,68635;1731491150,612;5;0,58;2,9;0;0;0
1138;341,48;5,6913333333;1731491150,913;5;0,58;2,9;0;0;0
1139;341,78;5,6963333333;1731491151,207;5;0,58;2,9;0;0;0
1140;342,08;5,7013333333;1731491151,51;5;0,58;2,9;0;0;0
1141;342,387;5,70645;1731491151,82;5;0,57;2,85;0;0;0
1142;342,681;5,71135;1731491152,11;5;0,58;2,9;0;0;0
1143;342,98;5,7163333333;1731491152,41;5;0,58;2,9;0;0;0
1144;343,281;5,72135;1731491152,709;5;0,58;2,9;0;0;0
1145;343,581;5,72635;1731491153,007;5;0,58;2,9;0;0;0
1146;343,88;5,7313333333;1731491153,311;5;0,58;2,9;0;0;0
1147;344,181;5,73635;1731491153,608;5;0,58;2,9;0;0;0
1148;344,481;5,74135;1731491153,915;5;0,57;2,85;0;0;0
1149;344,78;5,7463333333;1731491154,208;5;0,58;2,9;0;0;0
1150;345,081;5,75135;1731491154,511;5;0,58;2,9;0;0;0
1151;345,381;5,75635;1731491154,806;5;0,57;2,85;0;0;0
1152;345,68;5,7613333333;1731491155,111;5;0,57;2,85;0;0;0
1153;345,981;5,76635;1731491155,412;5;0,58;2,9;0;0;0
1154;346,28;5,7713333333;1731491155,711;5;0,58;2,9;0;0;0
1155;346,581;5,77635;1731491156,009;5;0,58;2,9;0;0;0
1156;346,88;5,7813333333;1731491156,311;5;0,58;2,9;0;0;0
1157;347,18;5,7863333333;1731491156,609;5;0,58;2,9;0;0;0
1158;347,48;5,7913333333;1731491156,913;5;0,58;2,9;0;0;0
1159;347,781;5,79635;1731491157,213;5;0,57;2,85;0;0;0
1160;348,08;5,8013333333;1731491157,514;5;0,58;2,9;0;0;0
1161;348,381;5,80635;1731491157,811;5;0,58;2,9;0;0;0
1162;348,695;5,8115833333;1731491158,123;5;0,58;2,9;0;0;0
1163;348,991;5,8165166667;1731491158,42;5;0,58;2,9;0;0;0
1164;349,281;5,82135;1731491158,708;5;0,58;2,9;0;0;0
1165;349,582;5,8263666667;1731491159,007;5;0,58;2,9;0;0;0
1166;349,88;5,8313333333;1731491159,309;5;0,58;2,9;0;0;0
1167;350,193;5,83655;1731491159,62;5;0,58;2,9;0;0;0
1168;350,48;5,8413333333;1731491159,909;5;0,58;2,9;0;0;0
1169;350,781;5,84635;1731491160,207;5;0,58;2,9;0;0;0
1170;351,083;5,8513833333;1731491160,51;5;0,58;2,9;0;0;0
1171;351,38;5,8563333333;1731491160,808;5;0,58;2,9;0;0;0
1172;351,681;5,86135;1731491161,111;5;0,58;2,9;0;0;0
1173;351,98;5,8663333333;1731491161,409;5;0,58;2,9;0;0;0
1174;352,28;5,8713333333;1731491161,709;5;0,57;2,85;0;0;0
1175;352,581;5,87635;1731491162,005;5;0,58;2,9;0;0;0
1176;352,881;5,88135;1731491162,311;5;0,58;2,9;0;0;0
1177;353,18;5,8863333333;1731491162,608;5;0,57;2,85;0;0;0
1178;353,481;5,89135;1731491162,911;5;0,45;2,25;0;0;0
1179;353,781;5,89635;1731491163,208;5;0,45;2,25;0;0;0
1180;354,093;5,90155;1731491163,524;5;0,45;2,25;0;0;0
1181;354,381;5,90635;1731491163,81;5;0,45;2,25;0;0;0
1182;354,693;5,91155;1731491164,121;5;0,45;2,25;0;0;0
1183;354,98;5,9163333333;1731491164,411;5;0,45;2,25;0;0;0
1184;355,281;5,92135;1731491164,71;5;0,45;2,25;0;0;0
1185;355,58;5,9263333333;1731491165,012;5;0,45;2,25;0;0;0
1186;355,881;5,93135;1731491165,311;5;0,45;2,25;0;0;0
1187;356,18;5,9363333333;1731491165,605;5;0,45;2,25;0;0;0
1188;356,481;5,94135;1731491165,909;5;0,45;2,25;0;0;0
1189;356,781;5,94635;1731491166,209;5;0,45;2,25;0;0;0
1190;357,08;5,9513333333;1731491166,512;5;0,45;2,25;0;0;0
1191;357,38;5,9563333333;1731491166,81;5;0,44;2,2;0;0;0
1192;357,681;5,96135;1731491167,112;5;0,44;2,2;0;0;0
1193;357,987;5,96645;1731491167,416;5;0,44;2,2;0;0;0
1194;358,28;5,9713333333;1731491167,712;5;0,44;2,2;0;0;0
1195;358,58;5,9763333333;1731491168,012;5;0,44;2,2;0;0;0
1196;358,881;5,98135;1731491168,312;5;0,44;2,2;0;0;0
1197;359,181;5,98635;1731491168,612;5;0,41;2,05;0;0;0
1198;359,48;5,9913333333;1731491168,91;5;0,36;1,8;0;0;0
1199;359,78;5,9963333333;1731491169,21;5;0,36;1,8;0;0;0
1200;360,081;6,00135;1731491169,508;5;0,36;1,8;0;0;0
1201;360,38;6,0063333333;1731491169,81;5;0,36;1,8;0;0;0
1202;360,68;6,0113333333;1731491170,111;5;0,36;1,8;0;0;0
1203;360,981;6,01635;1731491170,411;5;0,36;1,8;0;0;0
1204;361,28;6,0213333333;1731491170,712;5;0,36;1,8;0;0;0
1205;361,581;6,02635;1731491171,011;5;0,36;1,8;0;0;0
1206;361,881;6,03135;1731491171,311;5;0,36;1,8;0;0;0
1207;362,181;6,03635;1731491171,61;5;0,36;1,8;0;0;0
1208;362,481;6,04135;1731491171,912;5;0,36;1,8;0;0;0
1209;362,78;6,0463333333;1731491172,211;5;0,36;1,8;0;0;0
1210;363,081;6,05135;1731491172,511;5;0,43;2,15;0;0;0
1211;363,381;6,05635;1731491172,808;5;0,57;2,85;0;0;0
1212;363,68;6,0613333333;1731491173,111;5;0,57;2,85;0;0;0
1213;363,981;6,06635;1731491173,409;5;0,58;2,9;0;0;0
1214;364,281;6,07135;1731491173,708;5;0,57;2,85;0;0;0
1215;364,581;6,07635;1731491174,008;5;0,58;2,9;0;0;0
1216;364,881;6,08135;1731491174,31;5;0,57;2,85;0;0;0
1217;365,181;6,08635;1731491174,608;5;0,58;2,9;0;0;0
1218;365,48;6,0913333333;1731491174,909;5;0,58;2,9;0;0;0
1219;365,78;6,0963333333;1731491175,211;5;0,58;2,9;0;0;0
1220;366,08;6,1013333333;1731491175,51;5;0,58;2,9;0;0;0
1221;366,381;6,10635;1731491175,807;5;0,58;2,9;0;0;0
1222;366,68;6,1113333333;1731491176,107;5;0,58;2,9;0;0;0
1223;366,98;6,1163333333;1731491176,407;5;0,58;2,9;0;0;0
1224;367,28;6,1213333333;1731491176,709;5;0,58;2,9;0;0;0
1225;367,581;6,12635;1731491177,011;5;0,58;2,9;0;0;0
1226;367,88;6,1313333333;1731491177,309;5;0,58;2,9;0;0;0
1227;368,181;6,13635;1731491177,609;5;0,58;2,9;0;0;0
1228;368,482;6,1413666667;1731491177,909;5;0,57;2,85;0;0;0
1229;368,78;6,1463333333;1731491178,208;5;0,58;2,9;0;0;0
1230;369,08;6,1513333333;1731491178,508;5;0,58;2,9;0;0;0
1231;369,383;6,1563833333;1731491178,812;5;0,57;2,85;0;0;0
1232;369,68;6,1613333333;1731491179,109;5;0,58;2,9;0;0;0
1233;369,98;6,1663333333;1731491179,409;5;0,58;2,9;0;0;0
1234;370,281;6,17135;1731491179,715;5;0,58;2,9;0;0;0
1235;370,58;6,1763333333;1731491180,01;5;0,58;2,9;0;0;0
1236;370,881;6,18135;1731491180,311;5;0,58;2,9;0;0;0
1237;371,18;6,1863333333;1731491180,613;5;0,58;2,9;0;0;0
1238;371,482;6,1913666667;1731491180,912;5;0,58;2,9;0;0;0
1239;371,781;6,19635;1731491181,21;5;0,58;2,9;0;0;0
1240;372,081;6,20135;1731491181,509;5;0,58;2,9;0;0;0
1241;372,38;6,2063333333;1731491181,814;5;0,58;2,9;0;0;0
1242;372,681;6,21135;1731491182,111;5;0,58;2,9;0;0;0
1243;372,994;6,2165666667;1731491182,425;5;0,58;2,9;0;0;0
1244;373,281;6,22135;1731491182,71;5;0,58;2,9;0;0;0
1245;373,582;6,2263666667;1731491183,01;5;0,58;2,9;0;0;0
1246;373,88;6,2313333333;1731491183,312;5;0,58;2,9;0;0;0
1247;374,194;6,2365666667;1731491183,622;5;0,58;2,9;0;0;0
1248;374,481;6,24135;1731491183,91;5;0,58;2,9;0;0;0
1249;374,781;6,24635;1731491184,211;5;0,58;2,9;0;0;0
1250;375,092;6,2515333333;1731491184,524;5;0,58;2,9;0;0;0
1251;375,38;6,2563333333;1731491184,813;5;0,58;2,9;0;0;0
1252;375,68;6,2613333333;1731491185,112;5;0,58;2,9;0;0;0
1253;375,98;6,2663333333;1731491185,412;5;0,58;2,9;0;0;0
1254;376,281;6,27135;1731491185,713;5;0,58;2,9;0;0;0
1255;376,58;6,2763333333;1731491186,014;5;0,58;2,9;0;0;0
1256;376,88;6,2813333333;1731491186,311;5;0,51;2,55;0;0;0
1257;377,18;6,2863333333;1731491186,611;5;0,45;2,25;0;0;0
1258;377,48;6,2913333333;1731491186,909;5;0,45;2,25;0;0;0
1259;377,78;6,2963333333;1731491187,204;5;0,45;2,25;0;0;0
1260;378,095;6,3015833333;1731491187,523;5;0,45;2,25;0;0;0
1261;378,381;6,30635;1731491187,812;5;0,45;2,25;0;0;0
1262;378,681;6,31135;1731491188,109;5;0,45;2,25;0;0;0
1263;378,98;6,3163333333;1731491188,408;5;0,45;2,25;0;0;0
1264;379,28;6,3213333333;1731491188,709;5;0,45;2,25;0;0;0
1265;379,581;6,32635;1731491189,01;5;0,45;2,25;0;0;0
1266;379,881;6,33135;1731491189,313;5;0,45;2,25;0;0;0
1267;380,181;6,33635;1731491189,611;5;0,45;2,25;0;0;0
1268;380,48;6,3413333333;1731491189,912;5;0,45;2,25;0;0;0
1269;380,78;6,3463333333;1731491190,21;5;0,45;2,25;0;0;0
1270;381,08;6,3513333333;1731491190,508;5;0,44;2,2;0;0;0
1271;381,382;6,3563666667;1731491190,807;5;0,45;2,25;0;0;0
1272;381,681;6,36135;1731491191,108;5;0,45;2,25;0;0;0
1273;381,981;6,36635;1731491191,408;5;0,44;2,2;0;0;0
1274;382,281;6,37135;1731491191,71;5;0,44;2,2;0;0;0
1275;382,581;6,37635;1731491192,009;5;0,45;2,25;0;0;0
1276;382,881;6,38135;1731491192,309;5;0,44;2,2;0;0;0
1277;383,18;6,3863333333;1731491192,609;5;0,44;2,2;0;0;0
1278;383,481;6,39135;1731491192,91;5;0,36;1,8;0;0;0
1279;383,792;6,3965333333;1731491193,221;5;0,36;1,8;0;0;0
1280;384,081;6,40135;1731491193,509;5;0,36;1,8;0;0;0
1281;384,381;6,40635;1731491193,808;5;0,36;1,8;0;0;0
1282;384,68;6,4113333333;1731491194,108;5;0,36;1,8;0;0;0
1283;384,981;6,41635;1731491194,408;5;0,36;1,8;0;0;0
1284;385,28;6,4213333333;1731491194,71;5;0,36;1,8;0;0;0
1285;385,581;6,42635;1731491195,009;5;0,4;2;0;0;0
1286;385,884;6,4314;1731491195,314;5;0,36;1,8;0;0;0
1287;386,181;6,43635;1731491195,611;5;0,36;1,8;0;0;0
1288;386,48;6,4413333333;1731491195,91;5;0,36;1,8;0;0;0
1289;386,785;6,4464166667;1731491196,216;5;0,36;1,8;0;0;0
1290;387,081;6,45135;1731491196,511;5;0,58;2,9;0;0;0
1291;387,38;6,4563333333;1731491196,809;5;0,58;2,9;0;0;0
1292;387,692;6,4615333333;1731491197,123;5;0,58;2,9;0;0;0
1293;387,981;6,46635;1731491197,411;5;0,58;2,9;0;0;0
1294;388,286;6,4714333333;1731491197,72;5;0,58;2,9;0;0;0
1295;388,58;6,4763333333;1731491198,007;5;0,58;2,9;0;0;0
1296;388,882;6,4813666667;1731491198,311;5;0,58;2,9;0;0;0
1297;389,181;6,48635;1731491198,61;5;0,58;2,9;0;0;0
1298;389,48;6,4913333333;1731491198,914;5;0,58;2,9;0;0;0
1299;389,781;6,49635;1731491199,208;5;0,58;2,9;0;0;0
1300;390,08;6,5013333333;1731491199,509;5;0,58;2,9;0;0;0
1301;390,38;6,5063333333;1731491199,81;5;0,58;2,9;0;0;0
1302;390,68;6,5113333333;1731491200,11;5;0,58;2,9;0;0;0
1303;390,992;6,5165333333;1731491200,417;5;0,58;2,9;0;0;0
1304;391,281;6,52135;1731491200,71;5;0,58;2,9;0;0;0
1305;391,58;6,5263333333;1731491201,007;5;0,58;2,9;0;0;0
1306;391,88;6,5313333333;1731491201,308;5;0,58;2,9;0;0;0
1307;392,181;6,53635;1731491201,611;5;0,58;2,9;0;0;0
1308;392,487;6,54145;1731491201,912;5;0,58;2,9;0;0;0
1309;392,781;6,54635;1731491202,211;5;0,58;2,9;0;0;0
1310;393,081;6,55135;1731491202,509;5;0,58;2,9;0;0;0
1311;393,38;6,5563333333;1731491202,808;5;0,58;2,9;0;0;0
1312;393,681;6,56135;1731491203,109;5;0,58;2,9;0;0;0
1313;393,98;6,5663333333;1731491203,406;5;0,58;2,9;0;0;0
1314;394,28;6,5713333333;1731491203,709;5;0,58;2,9;0;0;0
1315;394,58;6,5763333333;1731491204,01;5;0,58;2,9;0;0;0
1316;394,881;6,58135;1731491204,31;5;0,58;2,9;0;0;0
1317;395,18;6,5863333333;1731491204,61;5;0,58;2,9;0;0;0
1318;395,48;6,5913333333;1731491204,914;5;0,58;2,9;0;0;0
1319;395,78;6,5963333333;1731491205,208;5;0,57;2,85;0;0;0
1320;396,082;6,6013666667;1731491205,509;5;0,57;2,85;0;0;0
1321;396,381;6,60635;1731491205,81;5;0,58;2,9;0;0;0
1322;396,681;6,61135;1731491206,109;5;0,58;2,9;0;0;0
1323;396,981;6,61635;1731491206,409;5;0,58;2,9;0;0;0
1324;397,28;6,6213333333;1731491206,706;5;0,58;2,9;0;0;0
1325;397,58;6,6263333333;1731491207,006;5;0,58;2,9;0;0;0
1326;397,88;6,6313333333;1731491207,312;5;0,58;2,9;0;0;0
1327;398,181;6,63635;1731491207,608;5;0,58;2,9;0;0;0
1328;398,48;6,6413333333;1731491207,909;5;0,58;2,9;0;0;0
1329;398,781;6,64635;1731491208,209;5;0,58;2,9;0;0;0
1330;399,081;6,65135;1731491208,509;5;0,58;2,9;0;0;0
1331;399,381;6,65635;1731491208,806;5;0,58;2,9;0;0;0
1332;399,68;6,6613333333;1731491209,108;5;0,58;2,9;0;0;0
1333;399,98;6,6663333333;1731491209,409;5;0,58;2,9;0;0;0
1334;400,28;6,6713333333;1731491209,709;5;0,58;2,9;0;0;0
1335;400,58;6,6763333333;1731491210,008;5;0,58;2,9;0;0;0
1336;400,882;6,6813666667;1731491210,308;5;0,51;2,55;0;0;0
1337;401,181;6,68635;1731491210,609;5;0,45;2,25;0;0;0
1338;401,492;6,6915333333;1731491210,922;5;0,45;2,25;0;0;0
1339;401,78;6,6963333333;1731491211,209;5;0,45;2,25;0;0;0
1340;402,08;6,7013333333;1731491211,509;5;0,45;2,25;0;0;0
1341;402,38;6,7063333333;1731491211,808;5;0,45;2,25;0;0;0
1342;402,681;6,71135;1731491212,11;5;0,45;2,25;0;0;0
1343;402,995;6,7165833333;1731491212,422;5;0,45;2,25;0;0;0
1344;403,288;6,7214666667;1731491212,717;5;0,45;2,25;0;0;0
1345;403,581;6,72635;1731491213,013;5;0,45;2,25;0;0;0
1346;403,88;6,7313333333;1731491213,309;5;0,45;2,25;0;0;0
1347;404,18;6,7363333333;1731491213,609;5;0,45;2,25;0;0;0
1348;404,481;6,74135;1731491213,909;5;0,45;2,25;0;0;0
1349;404,78;6,7463333333;1731491214,209;5;0,45;2,25;0;0;0
1350;405,081;6,75135;1731491214,512;5;0,45;2,25;0;0;0
1351;405,381;6,75635;1731491214,812;5;0,45;2,25;0;0;0
1352;405,686;6,7614333333;1731491215,118;5;0,45;2,25;0;0;0
1353;405,98;6,7663333333;1731491215,41;5;0,45;2,25;0;0;0
1354;406,28;6,7713333333;1731491215,71;5;0,45;2,25;0;0;0
1355;406,581;6,77635;1731491216,01;5;0,45;2,25;0;0;0
1356;406,881;6,78135;1731491216,311;5;0,45;2,25;0;0;0
1357;407,18;6,7863333333;1731491216,613;5;0,45;2,25;0;0;0
1358;407,48;6,7913333333;1731491216,911;5;0,37;1,85;0;0;0
1359;407,78;6,7963333333;1731491217,209;5;0,36;1,8;0;0;0
1360;408,08;6,8013333333;1731491217,508;5;0,36;1,8;0;0;0
1361;408,38;6,8063333333;1731491217,809;5;0,36;1,8;0;0;0
1362;408,68;6,8113333333;1731491218,109;5;0,36;1,8;0;0;0
1363;408,981;6,81635;1731491218,412;5;0,36;1,8;0;0;0
1364;409,281;6,82135;1731491218,709;5;0,36;1,8;0;0;0
1365;409,58;6,8263333333;1731491219,011;5;0,36;1,8;0;0;0
1366;409,88;6,8313333333;1731491219,312;5;0,36;1,8;0;0;0
1367;410,186;6,8364333333;1731491219,617;5;0,36;1,8;0;0;0
1368;410,48;6,8413333333;1731491219,909;5;0,36;1,8;0;0;0
1369;410,784;6,8464;1731491220,216;5;0,36;1,8;0;0;0
1370;411,08;6,8513333333;1731491220,51;5;0,56;2,8;0;0;0
1371;411,381;6,85635;1731491220,809;5;0,58;2,9;0;0;0
1372;411,681;6,86135;1731491221,113;5;0,58;2,9;0;0;0
1373;411,98;6,8663333333;1731491221,41;5;0,58;2,9;0;0;0
1374;412,28;6,8713333333;1731491221,713;5;0,58;2,9;0;0;0
1375;412,581;6,87635;1731491222,011;5;0,58;2,9;0;0;0
1376;412,887;6,88145;1731491222,315;5;0,58;2,9;0;0;0
1377;413,18;6,8863333333;1731491222,609;5;0,58;2,9;0;0;0
1378;413,48;6,8913333333;1731491222,907;5;0,58;2,9;0;0;0
1379;413,78;6,8963333333;1731491223,205;5;0,58;2,9;0;0;0
1380;414,087;6,90145;1731491223,514;5;0,58;2,9;0;0;0
1381;414,381;6,90635;1731491223,811;5;0,58;2,9;0;0;0
1382;414,68;6,9113333333;1731491224,108;5;0,58;2,9;0;0;0
1383;414,98;6,9163333333;1731491224,408;5;0,58;2,9;0;0;0
1384;415,28;6,9213333333;1731491224,708;5;0,58;2,9;0;0;0
1385;415,581;6,92635;1731491225,008;5;0,58;2,9;0;0;0
1386;415,88;6,9313333333;1731491225,306;5;0,58;2,9;0;0;0
1387;416,18;6,9363333333;1731491225,607;5;0,59;2,95;0;0;0
1388;416,481;6,94135;1731491225,91;5;0,58;2,9;0;0;0
1389;416,78;6,9463333333;1731491226,209;5;0,58;2,9;0;0;0
1390;417,081;6,95135;1731491226,509;5;0,58;2,9;0;0;0
1391;417,381;6,95635;1731491226,807;5;0,58;2,9;0;0;0
1392;417,681;6,96135;1731491227,11;5;0,58;2,9;0;0;0
1393;417,981;6,96635;1731491227,408;5;0,58;2,9;0;0;0
1394;418,281;6,97135;1731491227,713;5;0,58;2,9;0;0;0
1395;418,595;6,9765833333;1731491228,024;5;0,58;2,9;0;0;0
1396;418,88;6,9813333333;1731491228,309;5;0,58;2,9;0;0;0
1397;419,192;6,9865333333;1731491228,624;5;0,58;2,9;0;0;0
1398;419,48;6,9913333333;1731491228,91;5;0,58;2,9;0;0;0
1399;419,781;6,99635;1731491229,209;5;0,58;2,9;0;0;0
1400;420,08;7,0013333333;1731491229,512;5;0,58;2,9;0;0;0
1401;420,38;7,0063333333;1731491229,808;5;0,58;2,9;0;0;0
1402;420,681;7,01135;1731491230,109;5;0,58;2,9;0;0;0
1403;420,98;7,0163333333;1731491230,412;5;0,58;2,9;0;0;0
1404;421,281;7,02135;1731491230,709;5;0,58;2,9;0;0;0
1405;421,58;7,0263333333;1731491231,011;5;0,58;2,9;0;0;0
1406;421,881;7,03135;1731491231,311;5;0,58;2,9;0;0;0
1407;422,18;7,0363333333;1731491231,613;5;0,58;2,9;0;0;0
1408;422,48;7,0413333333;1731491231,914;5;0,58;2,9;0;0;0
1409;422,78;7,0463333333;1731491232,21;5;0,58;2,9;0;0;0
1410;423,081;7,05135;1731491232,511;5;0,58;2,9;0;0;0
1411;423,381;7,05635;1731491232,81;5;0,58;2,9;0;0;0
1412;423,68;7,0613333333;1731491233,114;5;0,58;2,9;0;0;0
1413;423,981;7,06635;1731491233,413;5;0,58;2,9;0;0;0
1414;424,287;7,07145;1731491233,718;5;0,58;2,9;0;0;0
1415;424,586;7,0764333333;1731491234,016;5;0,48;2,4;0;0;0
1416;424,88;7,0813333333;1731491234,309;5;0,48;2,4;0;0;0
1417;425,181;7,08635;1731491234,612;5;0,45;2,25;0;0;0
1418;425,481;7,09135;1731491234,907;5;0,45;2,25;0;0;0
1419;425,78;7,0963333333;1731491235,209;5;0,45;2,25;0;0;0
1420;426,081;7,10135;1731491235,511;5;0,45;2,25;0;0;0
1421;426,384;7,1064;1731491235,813;5;0,45;2,25;0;0;0
1422;426,681;7,11135;1731491236,108;5;0,45;2,25;0;0;0
1423;426,982;7,1163666667;1731491236,411;5;0,45;2,25;0;0;0
1424;427,281;7,12135;1731491236,711;5;0,45;2,25;0;0;0
1425;427,581;7,12635;1731491237,008;5;0,45;2,25;0;0;0
1426;427,881;7,13135;1731491237,309;5;0,45;2,25;0;0;0
1427;428,18;7,1363333333;1731491237,611;5;0,45;2,25;0;0;0
1428;428,486;7,1414333333;1731491237,913;5;0,45;2,25;0;0;0
1429;428,781;7,14635;1731491238,212;5;0,45;2,25;0;0;0
1430;429,086;7,1514333333;1731491238,516;5;0,45;2,25;0;0;0
1431;429,381;7,15635;1731491238,808;5;0,45;2,25;0;0;0
1432;429,68;7,1613333333;1731491239,107;5;0,45;2,25;0;0;0
1433;429,98;7,1663333333;1731491239,407;5;0,45;2,25;0;0;0
1434;430,28;7,1713333333;1731491239,706;5;0,45;2,25;0;0;0
1435;430,58;7,1763333333;1731491240,007;5;0,45;2,25;0;0;0
1436;430,881;7,18135;1731491240,31;5;0,44;2,2;0;0;0
1437;431,192;7,1865333333;1731491240,62;5;0,36;1,8;0;0;0
1438;431,48;7,1913333333;1731491240,908;5;0,36;1,8;0;0;0
1439;431,781;7,19635;1731491241,208;5;0,36;1,8;0;0;0
1440;432,08;7,2013333333;1731491241,51;5;0,36;1,8;0;0;0
1441;432,392;7,2065333333;1731491241,821;5;0,36;1,8;0;0;0
1442;432,681;7,21135;1731491242,107;5;0,36;1,8;0;0;0
1443;432,981;7,21635;1731491242,41;5;0,36;1,8;0;0;0
1444;433,28;7,2213333333;1731491242,707;5;0,36;1,8;0;0;0
1445;433,581;7,22635;1731491243,013;5;0,36;1,8;0;0;0
1446;433,881;7,23135;1731491243,309;5;0,36;1,8;0;0;0
1447;434,18;7,2363333333;1731491243,609;5;0,36;1,8;0;0;0
1448;434,481;7,24135;1731491243,909;5;0,36;1,8;0;0;0
1449;434,78;7,2463333333;1731491244,216;5;0,58;2,9;0;0;0
1450;435,08;7,2513333333;1731491244,51;5;0,58;2,9;0;0;0
1451;435,381;7,25635;1731491244,809;5;0,58;2,9;0;0;0
1452;435,681;7,26135;1731491245,111;5;0,58;2,9;0;0;0
1453;435,981;7,26635;1731491245,409;5;0,58;2,9;0;0;0
1454;436,28;7,2713333333;1731491245,711;5;0,58;2,9;0;0;0
1455;436,58;7,2763333333;1731491246,007;5;0,58;2,9;0;0;0
1456;436,881;7,28135;1731491246,31;5;0,58;2,9;0;0;0
1457;437,18;7,2863333333;1731491246,609;5;0,58;2,9;0;0;0
1458;437,48;7,2913333333;1731491246,91;5;0,58;2,9;0;0;0
1459;437,781;7,29635;1731491247,21;5;0,58;2,9;0;0;0
1460;438,081;7,30135;1731491247,509;5;0,57;2,85;0;0;0
1461;438,38;7,3063333333;1731491247,806;5;0,58;2,9;0;0;0
1462;438,68;7,3113333333;1731491248,109;5;0,58;2,9;0;0;0
1463;438,98;7,3163333333;1731491248,406;5;0,58;2,9;0;0;0
1464;439,28;7,3213333333;1731491248,71;5;0,58;2,9;0;0;0
1465;439,581;7,32635;1731491249,012;5;0,58;2,9;0;0;0
1466;439,88;7,3313333333;1731491249,31;5;0,58;2,9;0;0;0
1467;440,18;7,3363333333;1731491249,609;5;0,58;2,9;0;0;0
1468;440,481;7,34135;1731491249,913;5;0,58;2,9;0;0;0
1469;440,781;7,34635;1731491250,212;5;0,58;2,9;0;0;0
1470;441,086;7,3514333333;1731491250,519;5;0,58;2,9;0;0;0
1471;441,381;7,35635;1731491250,813;5;0,58;2,9;0;0;0
1472;441,68;7,3613333333;1731491251,109;5;0,58;2,9;0;0;0
1473;441,981;7,36635;1731491251,411;5;0,57;2,85;0;0;0
1474;442,28;7,3713333333;1731491251,71;5;0,58;2,9;0;0;0
1475;442,58;7,3763333333;1731491252,008;5;0,58;2,9;0;0;0
1476;442,881;7,38135;1731491252,313;5;0,58;2,9;0;0;0
1477;443,18;7,3863333333;1731491252,613;5;0,58;2,9;0;0;0
1478;443,481;7,39135;1731491252,912;5;0,58;2,9;0;0;0
1479;443,781;7,39635;1731491253,211;5;0,58;2,9;0;0;0
1480;444,081;7,40135;1731491253,513;5;0,58;2,9;0;0;0
1481;444,38;7,4063333333;1731491253,812;5;0,58;2,9;0;0;0
1482;444,681;7,41135;1731491254,11;5;0,58;2,9;0;0;0
1483;444,982;7,4163666667;1731491254,411;5;0,58;2,9;0;0;0
1484;445,281;7,42135;1731491254,711;5;0,6;3;0;0;0
1485;445,584;7,4264;1731491255,012;5;0,58;2,9;0;0;0
1486;445,881;7,43135;1731491255,31;5;0,58;2,9;0;0;0
1487;446,18;7,4363333333;1731491255,607;5;0,58;2,9;0;0;0
1488;446,48;7,4413333333;1731491255,907;5;0,58;2,9;0;0;0
1489;446,781;7,44635;1731491256,209;5;0,58;2,9;0;0;0
